Aleph system no.,Country code,Language code (008),Language code (041),DDC,Personal author,Author_review_status,Author_birth_year,Author_death_year,Author_name_clean,Author_reconciliation_status,Author_Wikidata_label,Author_Wikidata_QID,Corporate author,Title,Title_clean,Edition,Imprint,Series,Subjects,Other personal authors,Other_personal_authors_clean,Other_authors_structure,Other corporate authors,DOM ID,Type,Genre
014817531,|||,eng,,,"LOW, David, Professor of Agriculture in the University of Edinburgh.",unchanged,,,"LOW, David, Professor of Agriculture in the University of Edinburgh.",none,,,,"On the Domesticated Animals of the British Islands: comprehending the natural and economical history of species and varieties; the description of the properties of external form, and observations on the principles and practice of breeding. [electronic resource]","On the Domesticated Animals of the British Islands: comprehending the natural and economical history of species and varieties; the description of the properties of external form, and observations on the principles and practice of breeding.",,"London, Edinburgh [printed], 1845.",,,,,,,lsidyv3be0401b,opera,Music
014817600,|||,und,,,"Lumsden, James.",unchanged,,,"Lumsden, James.",unreconciled,,,,Edinburgh Poems and Songs. [electronic resource],Edinburgh Poems and Songs.,,"pp. xvi. 328. Sinclair & Co.: Haddington, 1899.",,,,,,,lsidyv34730b4c,song,Music
014817654,|||,eng,,,"Lyell, Charles, Sir, 1797-1875.",standardised,1797,1875,Charles Lyell,matched,Charles Lyell,Q5333,,"[Principles of Geology, being an attempt to explain the former changes of the earth's surface, by reference to causes now in operation.] [electronic resource]","[Principles of Geology, being an attempt to explain the former changes of the earth's surface, by reference to causes now in operation.]",Sixth edition.,"London, 1840.",,,,,,,lsidyv38eb4d95 -- lsidyv38fb6dfc -- lsidyv30b4c0a8,opera,Music
014817758,|||,und,,,"MABON, James.",unchanged,,,"MABON, James.",unreconciled,,,,Rose and Thorn. Poems and songs. [electronic resource],Rose and Thorn. Poems and songs.,,"pp. x. 180. J. Menzies & Co.: Edinburgh, [1895.]",,,,,,,lsidyv34963ada,song,Music
014817890,|||,und,,,"MACDONALD, John Paul.",unchanged,,,John Paul Macdonald,matched,John Paul Macdonald,Q115275502,,"A Keppoch Song: a poem in five cantos: being the origin and history of the family; alias Donald, Lord of the Isles. ... The whole combined with the history of Scotland; with notes, ... an analysis of the Scotch Acts of Parliament relative to the Douglas Association, ... an Address to the Prince Regent [for the restoration of certain lands claimed by the writer, as the representative of the family of Keppoch; addenda, and supplement]. MS. notes. [electronic resource]","A Keppoch Song: a poem in five cantos: being the origin and history of the family; alias Donald, Lord of the Isles. ... The whole combined with the history of Scotland; with notes, ... an analysis of the Scotch Acts of Parliament relative to the Douglas Association, ... an Address to the Prince Regent [for the restoration of certain lands claimed by the writer, as the representative of the family of Keppoch; addenda, and supplement]. MS. notes.",,"Montrose, 1815.",,,,,,,lsidyv3a31bfdd,song,Music
014817901,|||,und,,,"MACDOUGALL, James, Congregational Minister.",unchanged,,,"MACDOUGALL, James, Congregational Minister.",none,,,,Poems and Songs. [electronic resource],Poems and Songs.,,"London, 1856.",,,,,,,lsidyv34725551,song,Music
014817913,|||,eng,,,"MACFARLAND, Andrew.",unchanged,,,"MACFARLAND, Andrew.",none,,,,"The Escape, or, Loiterings amid the Scenes of Story and Song. [electronic resource]","The Escape, or, Loiterings amid the Scenes of Story and Song.",,"Boston, 1851.",,,,,,,lsidyv3cacbfff,song,Music
014817924,|||,und,,,"MACFARLANE, John, Author of “Heather and Harebell.”.",unchanged,,,"MACFARLANE, John, Author of “Heather and Harebell.”.",none,,,,"The Harp of the Scottish Covenant. Poems, songs and ballads relating to the Covenanting struggle. Collected and edited by J. Macfarlane, with a preface by J. C. Murray. [electronic resource]","The Harp of the Scottish Covenant. Poems, songs and ballads relating to the Covenanting struggle. Collected and edited by J. Macfarlane, with a preface by J. C. Murray.",,"London : A. Gardner, 1895.",,,"MURRAY, John Clark.","MURRAY, John Clark.",single or unclear,,lsidyv3458bab6,song,Music
014817960,|||,und,,,"Mack, Robert Ellice.",unchanged,,,Robert Ellice Mack,matched,Robert Ellice Mack,Q130319255,,The Golden Treasury of Art and Song. Illustrated by R. A. Bell. Edited and arranged by R. E. M. [electronic resource],The Golden Treasury of Art and Song. Illustrated by R. A. Bell. Edited and arranged by R. E. M.,,"London; Nuremberg [printed : E. Nister, 1890].",,,"BELL, Robert Anning.","BELL, Robert Anning.",single or unclear,,lsidyv39449637,song,Music
014817962,|||,und,,,"Mack, Robert Ellice.",unchanged,,,Robert Ellice Mack,matched,Robert Ellice Mack,Q130319255,,"One Touch of Nature, and other poems ... A treasury of picture and song arranged by R. E. M. [electronic resource]","One Touch of Nature, and other poems ... A treasury of picture and song arranged by R. E. M.",,"New York, Nuremberg [printed : E. P. Dutton & Co., 1892.].",,,,,,,lsidyv31460ca5,song,Music
014818073,|||,und,,,"MACLEAN, Murdoch.",unchanged,,,"MACLEAN, Murdoch.",unreconciled,,,,Songs of a Roving Celt. [electronic resource],Songs of a Roving Celt.,,"London : Year Book Press, 1916.",,,,,,,lsidyv34732724,song,Music
014818091,|||,und,,,"Macleod, Fiona, 1855-1905.",standardised,1855,1905,William Sharp,matched,William Sharp,Q1575288,,From the Hills of Dream: mountain songs and island runes. [electronic resource],From the Hills of Dream: mountain songs and island runes.,,"pp. xvi. 149. Geddes & Co.: Edinburgh, [1897.]",,,,,,,lsidyv3493ef9c,song,Music
014818230,|||,und,,,"Maitland, Ella Fuller.",unchanged,,,Ella Fuller Maitland,matched,Ella Fuller Maitland,Q28034711,,The Song-Book of Bethia Hardacre. [electronic resource],The Song-Book of Bethia Hardacre.,,"London : Chapman & Hall, 1897.",,,,,,,lsidyv34956994,song,Music
014818231,|||,und,,,"MAITLAND, James A.",unchanged,,,"MAITLAND, James A.",unreconciled,,,,"Captain Jack: or, the Great Van Brock Property. A story. [electronic resource]","Captain Jack: or, the Great Van Brock Property. A story.",,"London : Tinsley Brothers, 1867.",,,,,,,lsidyv3b7f23c4 -- lsidyv3b84f751,opera,Music
014818243,|||,und,,,"MAJOR, Albany F.",unchanged,,,Albany Featherstonehaugh Major,matched,Albany Featherstonehaugh Major,Q15627095,,Sagas and Songs of the Norsemen. [electronic resource],Sagas and Songs of the Norsemen.,,"pp. viii. 134. D. Nutt: London, 1894.",,,,,,,lsidyv3495eb6b,song,Music
014818294,|||,eng,,,,missing,,,,blank,,,Council (MANCHESTER),An Historical Record of some recent enterprises of the Corporation of Manchester and of its co-operation in the completion of the Manchester Ship Canal. [With plates.] [electronic resource],An Historical Record of some recent enterprises of the Corporation of Manchester and of its co-operation in the completion of the Manchester Ship Canal. [With plates.],,"Manchester : Blacklock & Co., 1894.",,,,,,,lsidyv3c31787a,opera,Music
014818339,|||,und,,,"MANNING, Eliza F.",unchanged,,,"MANNING, Eliza F.",none,,,,Delightful Thames ... Engraved by D. Cooper. [electronic resource],Delightful Thames ... Engraved by D. Cooper.,,"London : Sampson Low & Co., [1886.].",,,,,,,lsidyv3472ef70,opera,Music
014818340,|||,und,,,"MANNING, Francis.",unchanged,,,"MANNING, Francis.",unreconciled,,,,"The Generous Choice. A comedy [in five acts, and in prose, with songs]. [electronic resource]","The Generous Choice. A comedy [in five acts, and in prose, with songs].",,"London, 1700.",,,,,,,lsidyv345d9d70,song,Music
014818354,|||,und,,,"MANSELL, William.",unchanged,,,"MANSELL, William.",none,,,,"Fairy-Hill; or May-Day. A pastoral opera, in three acts, etc. [electronic resource]","Fairy-Hill; or May-Day. A pastoral opera, in three acts, etc.",,"London, 1784.",,,,,,,lsidyv32b9fa35,opera,Music
014818608,|||,und,,,"MARSHALL, William, Author of “Lochlêre.”.",unchanged,,,"MARSHALL, William, Author of “Lochlêre.”.",none,,,,"Aarbert: a drama without stage or scenery, wrought out through song, etc. [electronic resource]","Aarbert: a drama without stage or scenery, wrought out through song, etc.",,"London : Swan Sonnenschein & Co., 1898.",,,,,,,lsidyv349c90b2,song,Music
014818609,|||,und,,,"MARSHALL, William, Author of “Lochlêre.”.",unchanged,,,"MARSHALL, William, Author of “Lochlêre.”.",none,,,,"Aarbert: the story of a pilgrimage from the kingdom of the world to that of Heaven ... the utterance being either talk in English blank verse and Ovidian elegiacs or else being song, etc. [electronic resource]","Aarbert: the story of a pilgrimage from the kingdom of the world to that of Heaven ... the utterance being either talk in English blank verse and Ovidian elegiacs or else being song, etc.",,"London : Swan Sonnenschein & Co., 1899.",,,,,,,lsidyv3494545d,song,Music
014818636,|||,und,,,"MARTIN, George Henry, Writer of Verse.",unchanged,,,"MARTIN, George Henry, Writer of Verse.",none,,,,A Song for my Son. [electronic resource],A Song for my Son.,,"London : Watts & Co., 1890.",,,,,,,lsidyv3472b6bc,song,Music
014818709,|||,eng,,,"MASSIE, James William.",unchanged,,,James William Massie,matched,James William Massie,Q6145598,,"Continental India. Travelling sketches and historical recollections, illustrating the antiquity, religion, and manners of the Hindoos, the extent of British Conquests, and the progress of missionary operation. [electronic resource]","Continental India. Travelling sketches and historical recollections, illustrating the antiquity, religion, and manners of the Hindoos, the extent of British Conquests, and the progress of missionary operation.",,"London, 1840.",,India Description and travel.,,,,,lsidyv2c21bfa9 -- lsidyv3c980c32,opera,Music
014818848,|||,und,,,"Maxwell, Herbert, Sir, 1845-1937.",standardised,1845,1937,"Sir Herbert Maxwell, 7th Baronet",matched,"Sir Herbert Maxwell, 7th Baronet",Q7527252,,A Duke of Britain. A romance of the fourth century. (The Skeleton Song.). [electronic resource],A Duke of Britain. A romance of the fourth century. (The Skeleton Song.).,,"Edinburgh : W. Blackwood & Sons, 1895.",,,,,,,lsidyv3a22a603,song,Music
014818876,|||,eng,,,"Mayhew, Henry, 1812-1887.",standardised,1812,1887,Henry Mayhew,matched,Henry Mayhew,Q1227273,,"German Life and Manners as seen in Saxony at the present day: with an account of village life, town life, fashionable life, ... of Germany at the present time: illustrated with songs and pictures of the student customs at the University of Jena. [electronic resource]","German Life and Manners as seen in Saxony at the present day: with an account of village life, town life, fashionable life, ... of Germany at the present time: illustrated with songs and pictures of the student customs at the University of Jena.",,"London, 1864.,[1863]",,,,,,,lsidyv3c095ef7 -- lsidyv309aecbe,song,Music
014818877,|||,eng,,,"Mayhew, Henry, 1812-1887.",standardised,1812,1887,Henry Mayhew,matched,Henry Mayhew,Q1227273,,"[German Life and Manners as seen in Saxony at the present day: with an account of village life, town life, fashionable life, ... of Germany at the present time: illustrated with songs and pictures of the student customs at the University of Jena.] [electronic resource]","[German Life and Manners as seen in Saxony at the present day: with an account of village life, town life, fashionable life, ... of Germany at the present time: illustrated with songs and pictures of the student customs at the University of Jena.]",[Another edition.],"London, 1865.",,,,,,,lsidyv3bbef05f,song,Music
014818965,|||,und,,,,missing,,,,blank,,,,"Relics of Melodino translated [into verse, from the Spanish and Portuguese] by E. Lawson ... From an unpublished Manuscript, dated 1645. [electronic resource]","Relics of Melodino translated [into verse, from the Spanish and Portuguese] by E. Lawson ... From an unpublished Manuscript, dated 1645.",,"London, 1815.",,,"LAWSON, Edward, Barrister. -- MANUEL DE MELLO, Francisco.","LAWSON, Edward, Barrister. -- MANUEL DE MELLO, Francisco.",multiple: dash,,lsidyv32b513b3,melody,Music
014818966,|||,und,,,,missing,,,,blank,,,,"[Relics of Melodino translated [into verse, from the Spanish and Portuguese] by E. Lawson ... From an unpublished Manuscript, dated 1645.] [electronic resource]","[Relics of Melodino translated [into verse, from the Spanish and Portuguese] by E. Lawson ... From an unpublished Manuscript, dated 1645.]",Second edition.,"London, 1820.",,,"LAWSON, Edward, Barrister. -- MANUEL DE MELLO, Francisco.","LAWSON, Edward, Barrister. -- MANUEL DE MELLO, Francisco.",multiple: dash,,lsidyv2ebadd7a,melody,Music
014819179,|||,und,,,"MILLER, Joaquin.",unchanged,,,"MILLER, Joaquin.",unreconciled,,,,Songs of Far-Away Lands. [electronic resource],Songs of Far-Away Lands.,,"London, 1878.",,,,,,,lsidyv3aa07ada,song,Music
014819287,|||,und,,,"MITCHELL, John, of Paisley.",unchanged,,,"MITCHELL, John, of Paisley.",none,,,,"My Grey Goose Quill. and other poems and songs, etc. [electronic resource]","My Grey Goose Quill. and other poems and songs, etc.",,"Paisley : Caldwell and Son, 1852.",,,,,,,lsidyv3085a490,song,Music
014819376,|||,und,,,"MONCRIEFF, William Thomas, pseud. [i.e. William Thomas Thomas.]",unchanged,,,"MONCRIEFF, William Thomas, pseud. [i.e. William Thomas Thomas.]",none,,,,"Rochester; or, King Charles the Second's Merry Days: a burletta in three acts [and in prose, with songs]. [electronic resource]","Rochester; or, King Charles the Second's Merry Days: a burletta in three acts [and in prose, with songs].",,"London, 1819.",,,,,,,lsidyv34ec11a2,song,Music
014823090,|||,und,,,"MORANT, Amy Constance.",unchanged,,,Amy Morant,matched,Amy Morant,Q58416596,,Carina Songs and others. [electronic resource],Carina Songs and others.,,"pp. 174. Roxburghe Press: London, [1896.]",,,,,,,lsidyv352bf368 -- lsidyv34946a37,song,Music
014823441,|||,und,,,"PEARD, Frances Mary.",unchanged,,,Frances Mary Peard,matched,Frances Mary Peard,Q47537550,,An Interloper: a novel. [electronic resource],An Interloper: a novel.,,"London : R. Bentley & Son, 1894.",,,,,,,lsidyv3a5ca71e -- lsidyv3a5c9f29,opera,Music
014823772,|||,und,,,"Ritson, Joseph, 1752-1803.",standardised,1752,1803,ジョゼフ・リットソン,matched,ジョゼフ・リットソン,Q6286581,,Scottish Songs. (The second edition.) [Edited by J. Alexander.] L.P. [electronic resource],Scottish Songs. (The second edition.) [Edited by J. Alexander.] L.P.,,"Glasgow, 1869.",,,"A., J.","A., J.",single or unclear,,lsidyv3030d8e6 -- lsidyv30844c2b,song,Music
014823773,|||,und,,,"Ritson, Joseph, 1752-1803.",standardised,1752,1803,ジョゼフ・リットソン,matched,ジョゼフ・リットソン,Q6286581,,A select collection of English songs. [Compiled by Joseph Ritson.] [electronic resource],A select collection of English songs. [Compiled by Joseph Ritson.],,"J. Johnson : London, 1783.",,,,,,,lsidyv32b648fe -- lsidyv341df78d -- lsidyv346dd1ad -- lsidyv3943118b,song,Music
014823835,|||,und,,,"ROOSEVELT, Blanche, pseud. [i.e. Blanche Roosevelt Tucker Macchetta.]",unchanged,,,"ROOSEVELT, Blanche, pseud. [i.e. Blanche Roosevelt Tucker Macchetta.]",none,,,,"Stage-struck; or, She would be an Opera-Singer. [electronic resource]","Stage-struck; or, She would be an Opera-Singer.",,"London : Sampson Low & Co., 1884.",,,,,,,lsidyv3b2761c2 -- lsidyv3b275ae1,opera,Music
014824119,|||,und,,,"SMART, Hawley.",unchanged,,,"SMART, Hawley.",none,,,,Tie and Trick: a melodramatic story. [electronic resource],Tie and Trick: a melodramatic story.,,"London : Chapman & Hall, 1885.",,,,,,,lsidyv32d80a21 -- lsidyv32d7c21b -- lsidyv32d79f4d,melody,Music
014824136,|||,eng,,,"SMITH, George, of Coalville, Leicester.",unchanged,,,"SMITH, George, of Coalville, Leicester.",none,,,,"[Gypsy Children; or, a Stroll in Gypsydom. With songs and stories [and musical notes], etc.] [electronic resource]","[Gypsy Children; or, a Stroll in Gypsydom. With songs and stories [and musical notes], etc.]",New edition.,"Rugby, 1893.",,,,,,,lsidyv3019b6f6,song,Music
014824593,|||,und,,,"VERNEY, Frances Parthenope, Lady.",unchanged,,,Frances Parthenope Verney,matched,Frances Parthenope Verney,Q514978,,"Peasant Properties, and other selected essays. [electronic resource]","Peasant Properties, and other selected essays.",,"London : Longmans & Co., 1885.",,,,,,,lsidyv2af3ca91 -- lsidyv2af3e2ce,opera,Music
014824728,|||,und,,,"WHITBY, Beatrice.",unchanged,,,Beatrice Whitby,matched,Beatrice Whitby,Q71178668,,Part of the Property. [A novel.] [electronic resource],Part of the Property. [A novel.],,"London : Hurst and Blackett, 1890.",,,,,,,lsidyv3b6d2db2 -- lsidyv3b6d3964 -- lsidyv3b6d2630,opera,Music
014825781,|||,und,,,"MONRO, John, Poetical Writer.",unchanged,,,"MONRO, John, Poetical Writer.",none,,,,"Carmen Caledoniæ Musæ postremum. Excursio Cælestis. ... The Farewell Song of the Caledonian Muse. ... With notes, etc. Eng. [electronic resource]","Carmen Caledoniæ Musæ postremum. Excursio Cælestis. ... The Farewell Song of the Caledonian Muse. ... With notes, etc. Eng.",,"Leith, 1814.",,,,,,,lsidyv2aeff02b,song,Music
014825841,|||,und,,,,missing,,,,blank,,,,"Complete Repertoire of the songs, ballads and plantation melodies, sung by the Moore and Burgess' Minstrels. [electronic resource]","Complete Repertoire of the songs, ballads and plantation melodies, sung by the Moore and Burgess' Minstrels.",,"London : Moore & Burgess, [1876?].",,,,,,,lsidyv33904638,melody,Music
014825886,|||,und,,,"MOORE, Thomas, the Poet.",unchanged,,,"MOORE, Thomas, the Poet.",none,,,,"The National Moore. Centenary edition, including the airs of the Irish melodies, national airs, ... and a memoir by J. F. Waller. [electronic resource]","The National Moore. Centenary edition, including the airs of the Irish melodies, national airs, ... and a memoir by J. F. Waller.",,"London : W. Mackenzie, [1880.].",,,"WALLER, John Francis.","WALLER, John Francis.",single or unclear,,lsidyv30b39fec,melody,Music
014825887,|||,und,,,"MOORE, Thomas, the Poet.",unchanged,,,"MOORE, Thomas, the Poet.",none,,,,"Moore's Irish Melodies, Lalla Rookh, National Airs, Legendary Ballads, Songs, etc., with a memoir by J. F. Waller. Illustrations, etc. [electronic resource]","Moore's Irish Melodies, Lalla Rookh, National Airs, Legendary Ballads, Songs, etc., with a memoir by J. F. Waller. Illustrations, etc.",,"London, [1867.]",,,"WALLER, John Francis.","WALLER, John Francis.",single or unclear,,lsidyv3026421f,melody,Music
014825889,|||,und,,,"MOORE, Thomas, the Poet.",unchanged,,,"MOORE, Thomas, the Poet.",none,,,,"[Irish Melodies ... With an appendix, containing the original advertisements, and the prefatory letter on music.] [electronic resource]","[Irish Melodies ... With an appendix, containing the original advertisements, and the prefatory letter on music.]",[Another edition.],"E. Paul & Co., Brussels, 1822.",,,,,,,lsidyv3062e1cd,melody,Music
014825891,|||,eng,,,"Moore, Thomas, 1779-1852.",standardised,1779,1852,Thomas Moore,matched,Thomas Moore,Q279091,,Landscape Illustrations of Moore's “Irish Melodies;” with Comments; [By Thomas Crofton Croker.] etc. [electronic resource],Landscape Illustrations of Moore's “Irish Melodies;” with Comments; [By Thomas Crofton Croker.] etc.,,"London : J. Power, 1835.",,,"CROKER, Thomas Crofton. -- Moore, Thomas, 1779-1852.","CROKER, Thomas Crofton. -- Moore, Thomas, 1779-1852.",multiple: dash,,lsidyv38e92db5,melody,Music
014825900,|||,und,,,"MOORE, Thomas, the Poet.",unchanged,,,"MOORE, Thomas, the Poet.",none,,,,"M. P. or the Blue-Stocking. A comic opera [in prose, with songs]. [electronic resource]","M. P. or the Blue-Stocking. A comic opera [in prose, with songs].",,"London, 1811.",,,,,,,lsidyv2ebbdcf7,opera,Music
014825901,|||,und,,,"MOORE, Thomas, the Poet.",unchanged,,,"MOORE, Thomas, the Poet.",none,,,,"Songs, Ballads, and Sacred Songs. [electronic resource]","Songs, Ballads, and Sacred Songs.",,"London, 1849.",,,,,,,lsidyv32b82667,song,Music
014826188,|||,und,,,"MURRAY, George Gilbert Aimé.",unchanged,,,Gilbert Murray,matched,Gilbert Murray,Q538478,,Gobi or Shamo; a story of three songs. [electronic resource],Gobi or Shamo; a story of three songs.,,"London : Longmans & Co., 1889.",,,,,,,lsidyv3ac0d675,song,Music
014826191,|||,und,,,"MURRAY, Henry, Novelist.",unchanged,,,"MURRAY, Henry, Novelist.",none,,,,A Song of Sixpence. [A novel.] [electronic resource],A Song of Sixpence. [A novel.],,"London : Chatto & Windus, 1892.",,,,,,,lsidyv3b0a5b88,song,Music
014826214,enk,eng,,,,missing,,,,blank,,,,The Comic and sentimental music hall song book ... [electronic resource],The Comic and sentimental music hall song book ...,,"London : J. Diprose ... , [1859-1862]. -- London : Diprose and Co. ...",,"Humorous songs Texts -- Songs, English Texts","Diprose, John. -- Hardwick, J. A. -- Ramsay, Thomas, fl. 1859-1862. -- Sidney, George, fl. 1859-1862.","Diprose, John. -- Hardwick, J. A. -- Ramsay, Thomas, fl. 1859-1862. -- Sidney, George, fl. 1859-1862.",multiple: dash,,lsidyv3a9788d4,song,Music
014826245,|||,und,,,"Napoleon I, Emperor of the French, 1769-1821.",standardised,1769,1821,Napoleon,matched,Napoleon,Q517,,"The Territorities of Popery invaded; exemplified in the conduct of Napoleon Buonaparte towards the Church of Rome, ironically and seriously considered. A poem. With ... notes. By a Protestant Spectator. [electronic resource]","The Territorities of Popery invaded; exemplified in the conduct of Napoleon Buonaparte towards the Church of Rome, ironically and seriously considered. A poem. With ... notes. By a Protestant Spectator.",,"London, 1814.",,,,,,,lsidyv33954b30,opera,Music
014826298,|||,und,,,"Nesbit, E. (Edith), 1858-1924.",standardised,1858,1924,Edith Nesbit,matched,Edith Nesbit,Q231708,,"Flowers I bring and Songs I sing ... Poems by E. Bland, H. M. Burnside, A. Scanes. [electronic resource]","Flowers I bring and Songs I sing ... Poems by E. Bland, H. M. Burnside, A. Scanes.",,"London : Tuck & Sons, [1893]",,,,,,,lsidyv3a98fe3c,song,Music
014826301,|||,und,,,"Nesbit, E. (Edith), 1858-1924.",standardised,1858,1924,Edith Nesbit,matched,Edith Nesbit,Q231708,,Songs of Love and Empire. [electronic resource],Songs of Love and Empire.,,"pp. xii. 168. A. Constable & Co.: London, 1898.",,,,,,,lsidyv319b370d,song,Music
014826387,|||,und,,,"NICOLSON, Laurence James.",unchanged,,,"NICOLSON, Laurence James.",none,,,,Songs of Thule. [electronic resource],Songs of Thule.,,"pp. 228. A. Gardner: Paisley, 1894.",,,,,,,lsidyv347725d8,song,Music
014826398,|||,und,,,"NIMMO, A., of Carnwath.",unchanged,,,"NIMMO, A., of Carnwath.",unreconciled,,,,"Songs and ballads of Clydesdale. With illustrative notes, by A. Nimmo. [electronic resource]","Songs and ballads of Clydesdale. With illustrative notes, by A. Nimmo.",,"Edinburgh : Menzies & Co., 1882.",,,,,,,lsidyv3083b4f4,song,Music
014826432,|||,eng,,,"NOAKE, R. Compton.",unchanged,,,"NOAKE, R. Compton.",none,,,,"[The Bivouac, or the Martial Lyrist: containing songs, epigrams, and poems, etc.] [electronic resource]","[The Bivouac, or the Martial Lyrist: containing songs, epigrams, and poems, etc.]",Second edition.,"London, 1872.",,,,,,,lsidyv353bf318,song,Music
014826438,|||,und,,,"Noble, Thomas.",unchanged,,,"Noble, Thomas.",none,,,,"The Persian Hunters; or, the Rose of Gurgistan. An opera in three acts [and in verse]. [electronic resource]","The Persian Hunters; or, the Rose of Gurgistan. An opera in three acts [and in verse].",,"London, 1817.",,,,,,,lsidyv34ec24d3,opera,Music
014826442,|||,und,,,,missing,,,,blank,,,,"Songs, epitaphs, addresses, etc. [In verse.] By the Honourable Mr. Nobody. [electronic resource]","Songs, epitaphs, addresses, etc. [In verse.] By the Honourable Mr. Nobody.",,"[Bath?], 1797.",,,,,,,lsidyv341dc784,song,Music
014826509,|||,und,,,"NORTH, Francis, 4th Earl of Guilford.",unchanged,,,"NORTH, Francis, 4th Earl of Guilford.",unreconciled,,,,"The Kentish Barons; a play, in three acts [in verse], interspersed with songs. [electronic resource]","The Kentish Barons; a play, in three acts [in verse], interspersed with songs.",,"London : J. Ridgway, 1791.",,,,,,,lsidyv2ebcc67f,song,Music
014826513,|||,und,,,,missing,,,,blank,,,,"The Will of a certain Northern Vicar. The second edition, with corrections. To which is annex'd, a codicil, etc. [By William Cooper, Rector of Kirby Wiske. Purporting to be the will of John Ellison.] MS. notes. [electronic resource]","The Will of a certain Northern Vicar. The second edition, with corrections. To which is annex'd, a codicil, etc. [By William Cooper, Rector of Kirby Wiske. Purporting to be the will of John Ellison.] MS. notes.",,"pp. 28. Printed for the Author: London, 1765.",,,"COOPER, William, Rector of Kirby Wiske. -- ELLISON, John, A.M., Vicar of Bedlington.","COOPER, William, Rector of Kirby Wiske. -- ELLISON, John, A.M., Vicar of Bedlington.",multiple: dash,,lsidyv3a98ce26,opera,Music
014826556,|||,und,,,"OATES, Charlotte Mann Beaumont.",unchanged,,,"OATES, Charlotte Mann Beaumont.",none,,,,"Miscellaneous Poems, Songs and Rhymes. [electronic resource]","Miscellaneous Poems, Songs and Rhymes.",,"pp. iv. 400. J. S. Toothill: Bradford, 1898.",,,,,,,lsidyv307c1f97,song,Music
014826631,|||,und,,,"OLIPHANT, afterwards NAIRNE, Carolina, Baroness Nairne.",unchanged,,,"OLIPHANT, afterwards NAIRNE, Carolina, Baroness Nairne.",none,,,,Life and Songs of the Baroness Nairne; with a memoir and poems of Caroline Oliphant the younger. Edited by ... C. Rogers ... With a portrait and other illustrations. [electronic resource],Life and Songs of the Baroness Nairne; with a memoir and poems of Caroline Oliphant the younger. Edited by ... C. Rogers ... With a portrait and other illustrations.,,"London : C. Griffin and Co., 1869.",,,"OLIPHANT, Caroline, the Younger. -- ROGERS, Charles, D.D.","OLIPHANT, Caroline, the Younger. -- ROGERS, Charles, D.D.",multiple: dash,,lsidyv307747eb,song,Music
014826674,|||,und,,,"OLIVER, William, of Newcastle.",unchanged,,,"OLIVER, William, of Newcastle.",none,,,,"A collection of local songs, poems, etc. [electronic resource]","A collection of local songs, poems, etc.",,"Newcastle, 1829.",,,,,,,lsidyv3388517c,song,Music
014826714,|||,und,,,,missing,,,,blank,,,,"The Oriental Masonic Muse: containing a collection of songs, odes, anthems, an oratorio, prologues, epilogues and toasts. [electronic resource]","The Oriental Masonic Muse: containing a collection of songs, odes, anthems, an oratorio, prologues, epilogues and toasts.",,"Calcutta, 1791.",,,,,,,lsidyv341d9650,song,Music
014826801,|||,eng,,,"OVERMAN, Frederick.",unchanged,,,"OVERMAN, Frederick.",unreconciled,,,,"A Treatise on Metallurgy; comprising mining, and general and particular metallurgical operations, etc. [electronic resource]","A Treatise on Metallurgy; comprising mining, and general and particular metallurgical operations, etc.",,"New York, 1852.",,,,,,,lsidyv3cb7612c,opera,Music
014826802,|||,eng,,,"OVERMAN, Frederick.",unchanged,,,"OVERMAN, Frederick.",unreconciled,,,,"[A Treatise on Metallurgy; comprising mining, and general and particular metallurgical operations, etc.] [electronic resource]","[A Treatise on Metallurgy; comprising mining, and general and particular metallurgical operations, etc.]",Sixth edition.,"New York : Appleton & Co., 1880.",,,,,,,lsidyv3ce5ced0,opera,Music
014826828,|||,und,,,"OXENDEN, Maud.",unchanged,,,"OXENDEN, Maud.",none,,,,A Reputation for a Song. [A tale.] [electronic resource],A Reputation for a Song. [A tale.],,"London : E. Arnold, 1898.",,,,,,,lsidyv39a6fb0a,song,Music
014826830,|||,und,,,"OXENFORD, Edward.",unchanged,,,"OXENFORD, Edward.",none,,,,"Sing me a Song ... Music by A. Scott Gatty. Illustrated, etc. [electronic resource]","Sing me a Song ... Music by A. Scott Gatty. Illustrated, etc.",,"London : Griffith, Farran & Co., [1889]",,,,,,,lsidyv3472e671,song,Music
014826930,|||,und,,,"PALMER, John Williamson.",unchanged,,,"PALMER, John Williamson.",unreconciled,,,,"Folk Songs, selected and edited by J. W. P. ... New edition ... enlarged. F.P. [electronic resource]","Folk Songs, selected and edited by J. W. P. ... New edition ... enlarged. F.P.",,"New-York, Riverside, Cambridge printed, 1867.",,,,,,,lsidyv3474a981,song,Music
014827173,|||,und,,,"PEMBER, Edward Henry.",unchanged,,,Edward Henry Pember,matched,Edward Henry Pember,Q14945451,,"The Death-Song of Thamyris, and the poems. With the Œdipus at Colonos of Sophocles done into English verse. [electronic resource]","The Death-Song of Thamyris, and the poems. With the Œdipus at Colonos of Sophocles done into English verse.",,"London : Chiswick Press, 1899.",,,,,,,lsidyv3497298d,song,Music
