Aleph system no.,Country code,Language code (008),Language code (041),Imprint,Imprint_clean,Publisher_clean,Publisher_role,Publication_place_final,Place_QA_status,Wikidata_QID_manual_sample,Year_end,Year_start,Year_status,Publication_year,DOM ID
14831378,|||,und,,"Edinburgh, 1871.","Edinburgh, 1871.",,Missing,Edinburgh,Likely clean single place,Q23436,,1871,Exact,1871,lsidyv347240fe
14831446,|||,und,,"Karachi : Victoria Press, 1894.","Karachi : Victoria Press, 1894.",Victoria Press,Named publisher or ambiguous,Karachi,Likely clean single place,,,1894,Exact,1894,lsidyv3984b42b
14831453,|||,und,,"London, 1701.","London, 1701.",,Missing,London,Likely clean single place,Q84,,1701,Exact,1701,lsidyv33531724
14831472,|||,eng,,"London : E. & F. N. Spon, 1891.","London : E. & F. N. Spon, 1891.",E. & F. N. Spon,Named publisher or ambiguous,London,Likely clean single place,Q84,,1891,Exact,1891,lsidyv3cca8241
14831486,|||,und,,"London, 1658.","London, 1658.",,Missing,London,Likely clean single place,Q84,,1658,Exact,1658,lsidyv345b0135
14831491,|||,und,,,,,Missing,,Missing,,,,Missing,,lsidyv345e303d
14831504,|||,und,,"London : Cameron, Ferguson & Co., 1889.","London : Cameron, Ferguson & Co., 1889.","Cameron, Ferguson & Co.",Named publisher or ambiguous,London,Likely clean single place,Q84,,1889,Exact,1889,lsidyv341da26b
14831790,|||,eng,,"London : J. Sangster and Co., [1887]","London : J. Sangster and Co., [1887]",J. Sangster and Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1887,Supplied,1887,lsidyv2ade33af
14831809,|||,und,,"London; Saxony printed : Raphael Tuck & Sons, [1893.].","London; Saxony printed : Raphael Tuck & Sons, [1893.].",Raphael Tuck & Sons,Named publisher or ambiguous,London; Saxony,Multiple places,,,1893,Supplied,1893,lsidyv39449be9
14831853,|||,und,,"Greenock, 1825.","Greenock, 1825.",,Missing,Greenock,Likely clean single place,,,1825,Exact,1825,lsidyv338b5119
14831945,|||,und,,"pp. 221. Drane's: London, [1925.]","pp. 221. Drane's : London, [1925.]",London,Named publisher or ambiguous,pp. 221. Drane's,Likely clean single place,,,1925,Supplied,1925,lsidyv395eee4e
14831965,|||,und,,"London, 1791.","London, 1791.",,Missing,London,Likely clean single place,Q84,,1791,Exact,1791,lsidyv338a96d9
14832074,|||,und,,"London : Grant Richards, [1898.].","London : Grant Richards, [1898.].",Grant Richards,Named publisher or ambiguous,London,Likely clean single place,Q84,,1898,Supplied,1898,lsidyv32dc506c
14832075,|||,und,,"Boston, Cambridge [Mass., printed], 1877.","Boston, Cambridge [Mass., printed], 1877.",,Missing,"Boston, Cambridge [Mass.,]",Review: comma-separated,,,1877,Exact,1877,lsidyv34612a1d
14832260,|||,und,,"London, 1857.","London, 1857.",,Missing,London,Likely clean single place,Q84,,1857,Exact,1857,lsidyv3471f167
14832268,|||,und,,"Newcastle-on-Tyne : T. & G. Allan, [1890?].","Newcastle-on-Tyne : T. & G. Allan, [1890?].",T. & G. Allan,Named publisher or ambiguous,Newcastle-on-Tyne,Likely clean single place,,,1890,Uncertain,1890,lsidyv31a1e111
14832286,|||,und,,"London : J. Hindmarsh, R. Bently, A. Roper & R. Taylor, 1691.","London : J. Hindmarsh, R. Bently, A. Roper & R. Taylor, 1691.","J. Hindmarsh, R. Bently, A. Roper & R. Taylor",Named publisher or ambiguous,London,Likely clean single place,Q84,,1691,Exact,1691,lsidyv345ec0f4
14832611,|||,und,,"Printed for the Proprietors; Nottingham, 1887.","Printed for the Proprietors; Nottingham, 1887.",The Proprietors,Publisher statement,Nottingham,Review: imprint statement,,,1887,Exact,1887,lsidyv3492edbf
14832731,|||,und,,"pp. 96. H. R. Allenson: London, 1896.","pp. 96. H. R. Allenson : London, 1896.",London,Named publisher or ambiguous,pp. 96. H. R. Allenson,Likely clean single place,,,1896,Exact,1896,lsidyv39451b5c
14832755,|||,und,,"London : J. Zebulun, 1831.","London : J. Zebulun, 1831.",J. Zebulun,Named publisher or ambiguous,London,Likely clean single place,Q84,,1831,Exact,1831,lsidyv3abeef1f
14832781,|||,und,,"London: W. Oxberry; sold by Sherwood, Neely & Jones, 1812.","London : W. Oxberry; sold by Sherwood, Neely & Jones, 1812.","W. Oxberry; sold by Sherwood, Neely & Jones",Bookseller/distributor statement,London,Likely clean single place,Q84,,1812,Exact,1812,lsidyv30a595de
14839243,|||,eng,,"Philadelphia : Carey, Lea & Carey, 1833.","Philadelphia : Carey, Lea & Carey, 1833.","Carey, Lea & Carey",Named publisher or ambiguous,Philadelphia,Likely clean single place,,,1833,Exact,1833,lsidyv35028b1b
14839439,|||,ita,,"Roma, 1895.","Roma, 1895.",,Missing,Roma,Likely clean single place,,,1895,Exact,1895,lsidyv358efa38 -- lsidyv36601581
14839548,|||,eng,,"Cambridge : Benjamin Bridges, 1831.","Cambridge : Benjamin Bridges, 1831.",Benjamin Bridges,Named publisher or ambiguous,Cambridge,Likely clean single place,,,1831,Exact,1831,lsidyv32d04301
14839550,|||,eng,,"London : Hurst & Blackett, 1864, [1863].","London : Hurst & Blackett, 1864, [1863].",Hurst & Blackett,Named publisher or ambiguous,London,Likely clean single place,Q84,,1864,Supplied,1863,lsidyv32d6b436
14839580,|||,ita,,"Milano, 1887.","Milano, 1887.",,Missing,Milano,Likely clean single place,,,1887,Exact,1887,lsidyv358f24ed
14840004,|||,eng,,"Folkestone : Eiloart & Temple, [1889]","Folkestone : Eiloart & Temple, [1889]",Eiloart & Temple,Named publisher or ambiguous,Folkestone,Likely clean single place,,,1889,Supplied,1889,lsidyv35502c4d
14840021,|||,eng,,"Boston, 1822.","Boston, 1822.",,Missing,Boston,Likely clean single place,,,1822,Exact,1822,lsidyv3599c42b
14840114,|||,eng,,"London : Jarrold and Sons, [1872]","London : Jarrold and Sons, [1872]",Jarrold and Sons,Named publisher or ambiguous,London,Likely clean single place,Q84,,1872,Supplied,1872,lsidyv317c3808
14840117,|||,ita,,"Milano, [1885?]","Milano, [1885?]",,Missing,Milano,Likely clean single place,,,1885,Uncertain,1885,lsidyv35572610
14840358,|||,fre,,"Paris, 1845.","Paris, 1845.",,Missing,Paris,Likely clean single place,,,1845,Exact,1845,lsidyv359c988a
14840448,|||,eng,,"Philadelphia, 1870.","Philadelphia, 1870.",,Missing,Philadelphia,Likely clean single place,,,1870,Exact,1870,lsidyv357b546a
14840595,|||,eng,,"Albany, 1862.","Albany, 1862.",,Missing,Albany,Likely clean single place,,,1862,Exact,1862,lsidyv34fec447
14840682,|||,eng,,"Manchester : Co-operative Printing Society, 1878.","Manchester : Co-operative Printing Society, 1878.",Co-operative Printing Society,Named publisher or ambiguous,Manchester,Likely clean single place,,,1878,Exact,1878,lsidyv34f076b1
14846761,|||,eng,,"London : Ward & Downey, 1885.","London : Ward & Downey, 1885.",Ward & Downey,Named publisher or ambiguous,London,Likely clean single place,Q84,,1885,Exact,1885,lsidyv35c58ff2
14846785,|||,eng,,"Bradford-on-Avon : Daniel Jones, 1864.","Bradford-on-Avon : Daniel Jones, 1864.",Daniel Jones,Named publisher or ambiguous,Bradford-on-Avon,Likely clean single place,,,1864,Exact,1864,lsidyv35e86934
14846786,|||,eng,,"Dundee : Advertiser Office, 1873.","Dundee : Advertiser Office, 1873.",Advertiser Office,Named publisher or ambiguous,Dundee,Likely clean single place,,,1873,Exact,1873,lsidyv35c5eb7d
14846818,|||,ita,,"Treviso, 1840.","Treviso, 1840.",,Missing,Treviso,Likely clean single place,,,1840,Exact,1840,lsidyv35e71ade
14846828,|||,ita,,"Milano, 1885.","Milano, 1885.",,Missing,Milano,Likely clean single place,,,1885,Exact,1885,lsidyv35e4ebb8
14846863,|||,eng,,"Edinburgh : Printed for private circulation, 1849.","Edinburgh : Printed for private circulation, 1849.",Printed for private circulation,Printer statement,Edinburgh,Likely clean single place,Q23436,,1849,Exact,1849,lsidyv35e17d0c
14846875,|||,mul,$aeng$adut,"Brussels : H. Remy, 1835.","Brussels : H. Remy, 1835.",H. Remy,Named publisher or ambiguous,Brussels,Likely clean single place,,,1835,Exact,1835,lsidyv35bdd4b1
14846896,|||,ita,,"Vigevano, 1810.","Vigevano, 1810.",,Missing,Vigevano,Likely clean single place,,,1810,Exact,1810,lsidyv35c1d5bd
14846936,|||,ita,,"Napoli, 1853, 58.","Napoli, 1853, 58.",,Missing,"Napoli, 1853, 58.",Review: comma-separated,,,1853,Exact,1853,lsidyv36039b39 -- lsidyv35e4a604
14846961,|||,mul,$ager$aspa$afre$aita,"Mondovì, 1881.","Mondovì, 1881.",,Missing,Mondovì,Likely clean single place,,,1881,Exact,1881,lsidyv35f40ad1
14846962,|||,ita,,"Orvieto, 1824.","Orvieto, 1824.",,Missing,Orvieto,Likely clean single place,,,1824,Exact,1824,lsidyv35e191ce
14846995,|||,ita,,"Modena, 1886.","Modena, 1886.",,Missing,Modena,Likely clean single place,,,1886,Exact,1886,lsidyv35c0bada
14847001,|||,eng,,"Leeds : Edward Baines, 1826.","Leeds : Edward Baines, 1826.",Edward Baines,Named publisher or ambiguous,Leeds,Likely clean single place,Q39121,,1826,Exact,1826,lsidyv35ccfdd6
14847069,|||,ita,,"Melegnano, 1886.","Melegnano, 1886.",,Missing,Melegnano,Likely clean single place,,,1886,Exact,1886,lsidyv35c008d2
14847070,|||,eng,,"Melbourne : Cole's Book Arcade, [1892.].","Melbourne : Cole's Book Arcade, [1892.].",Cole's Book Arcade,Named publisher or ambiguous,Melbourne,Likely clean single place,,,1892,Supplied,1892,lsidyv35c49741
14847071,|||,eng,,"London; Cole's Book Arcade Melbourne : Hutchinson & Co., [1892.].","London; Cole's Book Arcade Melbourne : Hutchinson & Co., [1892.].",Hutchinson & Co.,Named publisher or ambiguous,London; Cole's Book Arcade Melbourne,Multiple places,,,1892,Supplied,1892,lsidyv35c52c3d
14847075,|||,eng,,"London : J. Cornish & Sons, 1885.","London : J. Cornish & Sons, 1885.",J. Cornish & Sons,Named publisher or ambiguous,London,Likely clean single place,Q84,,1885,Exact,1885,lsidyv35c4e2f1
14847078,|||,ita,,"Napoli, 1892.","Napoli, 1892.",,Missing,Napoli,Likely clean single place,,,1892,Exact,1892,lsidyv35c1e364
14847190,|||,ita,,"Todi, 1845.","Todi, 1845.",,Missing,Todi,Likely clean single place,,,1845,Exact,1845,lsidyv35e3808a
14847279,|||,ita,,"Monza, 1841.","Monza, 1841.",,Missing,Monza,Likely clean single place,,,1841,Exact,1841,lsidyv35e50d90 -- lsidyv35cb970c
14847400,|||,eng,,London : Office of “The Commonweal�? 1887.,London : Office of “The Commonweal�? 1887.,"Office of “The Commonweal�?,Named publisher or ambiguous""",London,Likely clean single place,Q84,,1887,Exact,1887,lsidyv35f49385,
14847426,|||,eng,,"Carnarvon : Welsh National Press, 1894.","Carnarvon : Welsh National Press, 1894.",Welsh National Press,Named publisher or ambiguous,Carnarvon,Likely clean single place,,,1894,Exact,1894,lsidyv35f48fb9
14847479,|||,eng,,"London : William Pickering, 1842.","London : William Pickering, 1842.",William Pickering,Named publisher or ambiguous,London,Likely clean single place,Q84,,1842,Exact,1842,lsidyv35c5f0d1
14847598,|||,eng,,"Edinburgh, 1869.","Edinburgh, 1869.",,Missing,Edinburgh,Likely clean single place,Q23436,,1869,Exact,1869,lsidyv35c4cffc
14847611,|||,eng,,"Exeter : W. Pollard & Co., 1890.","Exeter : W. Pollard & Co., 1890.",W. Pollard & Co.,Named publisher or ambiguous,Exeter,Likely clean single place,,,1890,Exact,1890,lsidyv35f49a96
14847624,|||,eng,,"London, [1857.]","London, [1857.]",,Missing,London,Likely clean single place,Q84,,1857,Supplied,1857,lsidyv35c4c718
14847629,|||,eng,,"London : W. Scott, 1888.","London : W. Scott, 1888.",W. Scott,Named publisher or ambiguous,London,Likely clean single place,Q84,,1888,Exact,1888,lsidyv35c434e5
14847650,|||,mul,$afre$arus,"Firenze, 1894.","Firenze, 1894.",,Missing,Firenze,Likely clean single place,,,1894,Exact,1894,lsidyv35f483ec
14847663,|||,ita,,"Vicenza, 1806.","Vicenza, 1806.",,Missing,Vicenza,Likely clean single place,,,1806,Exact,1806,lsidyv35c02c75
14847664,|||,ita,,"Bologna, 1823-26.","Bologna, 1823-26.",,Missing,"Bologna, 1823-26.",Review: comma-separated,,1826,1823,Exact,1823,lsidyv36035e23 -- lsidyv3da0adb9
14847673,|||,lat,,"Etonæ, 1820.","Etonæ, 1820.",,Missing,Etonæ,Likely clean single place,,,1820,Exact,1820,lsidyv35d01fd6
14847679,|||,ita,,"Roma, 1838.","Roma, 1838.",,Missing,Roma,Likely clean single place,,,1838,Exact,1838,lsidyv35e98e3a
14847680,|||,eng,,"London : Archibald Constable & Co., 1898.","London : Archibald Constable & Co., 1898.",Archibald Constable & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1898,Exact,1898,lsidyv35c6d236
14847726,|||,ita,,"Venezia, 1842.","Venezia, 1842.",,Missing,Venezia,Likely clean single place,,,1842,Exact,1842,lsidyv35e1a3fb
14847735,|||,ita,,"Napoli, 1840.","Napoli, 1840.",,Missing,Napoli,Likely clean single place,,,1840,Exact,1840,lsidyv35e980f6
14847789,|||,eng,,"London, [1862.]","London, [1862.]",,Missing,London,Likely clean single place,Q84,,1862,Supplied,1862,lsidyv35e869fd
14847794,|||,ita,,"Napoli, 1892-1901.","Napoli, 1892-1901.",,Missing,"Napoli, 1892-",Review: comma-separated,,1901,1892,Exact,1901,lsidyv35e5dd48 -- lsidyv35e5d157
14848032,|||,eng,,"London : W. Scott, 1888.","London : W. Scott, 1888.",W. Scott,Named publisher or ambiguous,London,Likely clean single place,Q84,,1888,Exact,1888,lsidyv35c3073f
14848047,|||,ita,,"Camerino, 1872.","Camerino, 1872.",,Missing,Camerino,Likely clean single place,,,1872,Exact,1872,lsidyv35d1f105
14848222,|||,eng,,"London : Diprose & Bateman, [1894.].","London : Diprose & Bateman, [1894.].",Diprose & Bateman,Named publisher or ambiguous,London,Likely clean single place,Q84,,1894,Supplied,1894,lsidyv35c5395b
14848296,|||,eng,,"Dublin : M. H. Gill & Son, 1890.","Dublin : M. H. Gill & Son, 1890.",M. H. Gill & Son,Named publisher or ambiguous,Dublin,Likely clean single place,Q1761,,1890,Exact,1890,lsidyv35f49ebf
14860047,|||,ita,,"Pescia, 1879.","Pescia, 1879.",,Missing,Pescia,Likely clean single place,,,1879,Exact,1879,lsidyv36378d0a
14860069,|||,ita,,"Trieste, 1854-59.","Trieste, 1854-59.",,Missing,"Trieste, 1854-59.",Review: comma-separated,,1859,1854,Exact,1854,lsidyv3dc0e0f4
14860071,|||,eng,,"London : Published & sold in the Theatre, [1860.].","London : Published & sold in the Theatre, [1860.].",Published & sold in the Theatre,Publisher statement,London,Likely clean single place,Q84,,1860,Supplied,1860,lsidyv3627844b
14860128,|||,ita,,"Alcamo, 1880-82.","Alcamo, 1880-82.",,Missing,"Alcamo, 1880-82.",Review: comma-separated,,1882,1880,Exact,1880,lsidyv3627cea7
14860138,|||,ita,,"Bologna, 1860.","Bologna, 1860.",,Missing,Bologna,Likely clean single place,,,1860,Exact,1860,lsidyv363a7e41
14860143,|||,ita,,"Bologna, 1857.","Bologna, 1857.",,Missing,Bologna,Likely clean single place,,,1857,Exact,1857,lsidyv363b0d74
14860246,|||,eng,,"Bradford : M. Field, [1868]","Bradford : M. Field, [1868]",M. Field,Named publisher or ambiguous,Bradford,Likely clean single place,,,1868,Supplied,1868,lsidyv35fea7fd
14860373,|||,eng,,"Edinburgh, 1840.","Edinburgh, 1840.",,Missing,Edinburgh,Likely clean single place,Q23436,,1840,Exact,1840,lsidyv36010ef0
14860494,|||,eng,,"Dublin, 1826.","Dublin, 1826.",,Missing,Dublin,Likely clean single place,Q1761,,1826,Exact,1826,lsidyv36157c2c
14860657,|||,ita,,"Napoli, 1855.","Napoli, 1855.",,Missing,Napoli,Likely clean single place,,,1855,Exact,1855,lsidyv3dbc8067
14860851,|||,eng,,"London : T. H. Lacy, [1866.].","London : T. H. Lacy, [1866.].",T. H. Lacy,Named publisher or ambiguous,London,Likely clean single place,Q84,,1866,Supplied,1866,lsidyv36034a1c
14860872,|||,ita,,"Firenze, 1841.","Firenze, 1841.",,Missing,Firenze,Likely clean single place,,,1841,Exact,1841,lsidyv3606a2b7
14860996,|||,ita,,"Palermo, 1888-96.","Palermo, 1888-96.",,Missing,"Palermo, 1888-96.",Review: comma-separated,,1896,1888,Exact,1888,lsidyv3607e29c -- lsidyv36404996 -- lsidyv3dc6ecaa
14861079,|||,ita,,"Rimini, 1848-88.","Rimini, 1848-88.",,Missing,"Rimini, 1848-88.",Review: comma-separated,,1888,1848,Exact,1848,lsidyv3639d20a -- lsidyv363a5d26
14861895,|||,ita,,"Firenze, 1843-47.","Firenze, 1843-47.",,Missing,"Firenze, 1843-47.",Review: comma-separated,,1847,1843,Exact,1843,lsidyv3dcaf089 -- lsidyv367be9f9
14861901,|||,eng,,"London : Kingsbury, Parbury and Allen, 1825.","London : Kingsbury, Parbury and Allen, 1825.","Kingsbury, Parbury and Allen",Named publisher or ambiguous,London,Likely clean single place,Q84,,1825,Exact,1825,lsidyv3677b490
14862032,|||,eng,,"London, 1830.","London, 1830.",,Missing,London,Likely clean single place,Q84,,1830,Exact,1830,lsidyv36783156
14862178,|||,eng,,"Kingston-upon-Thames : R. Clarke, 1874.","Kingston-upon-Thames : R. Clarke, 1874.",R. Clarke,Named publisher or ambiguous,Kingston-upon-Thames,Likely clean single place,,,1874,Exact,1874,lsidyv363bec82
14862391,|||,eng,,"London : E. Stratton, [1896.].","London : E. Stratton, [1896.].",E. Stratton,Named publisher or ambiguous,London,Likely clean single place,Q84,,1896,Supplied,1896,lsidyv363c1038
14862482,|||,eng,,"New York : J. Lane, 1895.","New York : J. Lane, 1895.",J. Lane,Named publisher or ambiguous,New York,Likely clean single place,,,1895,Exact,1895,lsidyv363bf900
14866361,|||,eng,,"London : J. Debrett, 1794.","London : J. Debrett, 1794.",J. Debrett,Named publisher or ambiguous,London,Likely clean single place,Q84,,1794,Exact,1794,lsidyv3679a30a
14866416,|||,ger,,"Kaiserslautern, 1830.","Kaiserslautern, 1830.",,Missing,Kaiserslautern,Likely clean single place,,,1830,Exact,1830,lsidyv36878dc3
14866635,|||,eng,,"London, 1775.","London, 1775.",,Missing,London,Likely clean single place,Q84,,1775,Exact,1775,lsidyv3679bec1
14866790,|||,ita,,"Torino, 1850-51.","Torino, 1850-51.",,Missing,"Torino, 1850-51.",Review: comma-separated,,1851,1850,Exact,1850,lsidyv3dcf5eaa
14867280,|||,eng,,"London, 1777.","London, 1777.",,Missing,London,Likely clean single place,Q84,,1777,Exact,1777,lsidyv367a27bb
14867555,|||,eng,,"London : Castell Brothers, 1887.","London : Castell Brothers, 1887.",Castell Brothers,Named publisher or ambiguous,London,Likely clean single place,Q84,,1887,Exact,1887,lsidyv3689ce21
14867564,|||,ger,,"Hannover, 1886.","Hannover, 1886.",,Missing,Hannover,Likely clean single place,,,1886,Exact,1886,lsidyv36abd9d3
14871689,|||,eng,,"London : S. Tinsley & Co., 1879 (Guildford [printed])","London : S. Tinsley & Co., 1879 (Guildford [printed])",S. Tinsley & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1879,Exact,1879,lsidyv374a37dd
14871823,|||,eng,,"London, 1829.","London, 1829.",,Missing,London,Likely clean single place,Q84,,1829,Exact,1829,lsidyv371c568b -- lsidyv371bcbc3 -- lsidyv371bb9d3 -- lsidyv2c3cf1e8 -- lsidyv371c7c3f
14872018,|||,und,,"London, [1792.]","London, [1792.]",,Missing,London,Likely clean single place,Q84,,1792,Supplied,1792,lsidyv372ad7c3
14872128,|||,pol,,"Kraków, 1890-91.","Kraków, 1890-91.",,Missing,"Kraków, 1890-91.",Review: comma-separated,,1891,1890,Exact,1890,lsidyv36fcd803 -- lsidyv36fd6770
14872543,|||,eng,,"London, 1838.","London, 1838.",,Missing,London,Likely clean single place,Q84,,1838,Exact,1838,lsidyv370bd7b0
14872593,|||,eng,,"London, [1815, 16]","London, [1815, 16]",,Missing,"London, [1815, 16]",Review: comma-separated,,,1815,Supplied,1815,lsidyv3dea8bda
14872683,|||,eng,,"London, 1837.","London, 1837.",,Missing,London,Likely clean single place,Q84,,1837,Exact,1837,lsidyv3710de7e
14873054,|||,ita,,"Milano, 1897.","Milano, 1897.",,Missing,Milano,Likely clean single place,,,1897,Exact,1897,lsidyv37416f87
14879461,|||,eng,,"Omaha, Neb. : Union Pacific Railway Co., 1882.","Omaha, Neb. : Union Pacific Railway Co., 1882.",Union Pacific Railway Co.,Named publisher or ambiguous,"Omaha, Neb.",Review: comma-separated,,,1882,Exact,1882,lsidyv3034a281
14879496,|||,eng,,"London : Rodwell & Martin, 1820.","London : Rodwell & Martin, 1820.",Rodwell & Martin,Named publisher or ambiguous,London,Likely clean single place,Q84,,1820,Exact,1820,lsidyv375571ba
14879624,|||,eng,,"London : The Mortgage & Agency Co. of Australasia, 1882.","London : The Mortgage & Agency Co. of Australasia, 1882.",The Mortgage & Agency Co. of Australasia,Named publisher or ambiguous,London,Likely clean single place,Q84,,1882,Exact,1882,lsidyv3083a1f2
14879778,|||,eng,,"London, 1875.","London, 1875.",,Missing,London,Likely clean single place,Q84,,1875,Exact,1875,lsidyv316872aa
14879787,|||,eng,,"London, 1818.","London, 1818.",,Missing,London,Likely clean single place,Q84,,1818,Exact,1818,lsidyv37557aa8
14879839,|||,eng,,"London, 1874.","London, 1874.",,Missing,London,Likely clean single place,Q84,,1874,Exact,1874,lsidyv32c647c6 -- lsidyv3167ca07
14880023,|||,eng,,"London : Simpkin & Co., 1824.","London : Simpkin & Co., 1824.",Simpkin & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1824,Exact,1824,lsidyv32cbe1e6
14880068,|||,eng,,"London, 1810.","London, 1810.",,Missing,London,Likely clean single place,Q84,,1810,Exact,1810,lsidyv37551178
14880301,|||,eng,,"London, 1872.","London, 1872.",,Missing,London,Likely clean single place,Q84,,1872,Exact,1872,lsidyv32c5c9cf
14880311,|||,eng,,"London : Cassell & Co., 1891.","London : Cassell & Co., 1891.",Cassell & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1891,Exact,1891,lsidyv30b6053a
14880386,|||,eng,,"London : White & Co., 1814.","London : White & Co., 1814.",White & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1814,Exact,1814,lsidyv307b8d42
14880434,|||,eng,,"London, 1873.","London, 1873.",,Missing,London,Likely clean single place,Q84,,1873,Exact,1873,lsidyv31681931
14880435,|||,eng,,"London, 1872.","London, 1872.",,Missing,London,Likely clean single place,Q84,,1872,Exact,1872,lsidyv30b1b53c
14885083,|||,eng,,"London : Thomas Hatchard, 1852.","London : Thomas Hatchard, 1852.",Thomas Hatchard,Named publisher or ambiguous,London,Likely clean single place,Q84,,1852,Exact,1852,lsidyv2b18756d
14885103,|||,eng,,"London : Henry Colburn, 1844.","London : Henry Colburn, 1844.",Henry Colburn,Named publisher or ambiguous,London,Likely clean single place,Q84,,1844,Exact,1844,lsidyv37c8b3a6 -- lsidyv37798963
14885338,|||,eng,,"London, 1820.","London, 1820.",,Missing,London,Likely clean single place,Q84,,1820,Exact,1820,lsidyv2b16af00
14885534,|||,eng,,"Calcutta, 1820.","Calcutta, 1820.",,Missing,Calcutta,Likely clean single place,,,1820,Exact,1820,lsidyv37667ec8
14885561,|||,ita,,"Genova, 1892.","Genova, 1892.",,Missing,Genova,Likely clean single place,,,1892,Exact,1892,lsidyv2b169e93
14885583,|||,eng,,"Boston [Mass.], 1846.","Boston [Mass.], 1846.",,Missing,Boston [Mass.],Likely clean single place,,,1846,Exact,1846,lsidyv2b19ee93
14885636,|||,eng,,"London : T. Egerton, 1812.","London : T. Egerton, 1812.",T. Egerton,Named publisher or ambiguous,London,Likely clean single place,Q84,,1812,Exact,1812,lsidyv37679304
14891127,|||,ger,,"Breslau, 1852.","Breslau, 1852.",,Missing,Breslau,Likely clean single place,,,1852,Exact,1852,lsidyv3798c922
14891549,|||,eng,,"London, 1844.","London, 1844.",,Missing,London,Likely clean single place,Q84,,1844,Exact,1844,lsidyv37be098a
14891695,|||,eng,,"New York, 1844.","New York, 1844.",,Missing,New York,Likely clean single place,,,1844,Exact,1844,lsidyv37bf5f8c
14896093,|||,lat,,"Olomucci, 1836-1903.","Olomucci, 1836-1903.",,Missing,"Olomucci, 1836-",Review: comma-separated,,1903,1836,Exact,1903,lsidyv3811d2af -- lsidyv3811dc30 -- lsidyv37f7b72a -- lsidyv3812190e -- lsidyv38120ced -- lsidyv3e4afdaf -- lsidyv3811c944 -- lsidyv2cb8aab6
14896306,|||,lat,,"Pragae, 1855-92.","Pragae, 1855-92.",,Missing,"Pragae, 1855-92.",Review: comma-separated,,1892,1855,Exact,1855,lsidyv37ee3da7
14896691,|||,eng,,"London : James Maynard, 1843.","London : James Maynard, 1843.",James Maynard,Named publisher or ambiguous,London,Likely clean single place,Q84,,1843,Exact,1843,lsidyv37c80078
14896704,|||,eng,,"London, 1848.","London, 1848.",,Missing,London,Likely clean single place,Q84,,1848,Exact,1848,lsidyv37c92163 -- lsidyv37c928ca
14896824,|||,ger,,"Berlin, 1858.","Berlin, 1858.",,Missing,Berlin,Likely clean single place,,,1858,Exact,1858,lsidyv37f1d6ec
14905281,|||,eng,,"Philadelphia, 1816.","Philadelphia, 1816.",,Missing,Philadelphia,Likely clean single place,,,1816,Exact,1816,lsidyv3821a4a5
14905352,|||,lat,,"Coroniæ, 1847.","Coroniæ, 1847.",,Missing,Coroniæ,Likely clean single place,,,1847,Exact,1847,lsidyv382725d3
14905376,|||,ger,,"Pesth, 1851.","Pesth, 1851.",,Missing,Pesth,Likely clean single place,,,1851,Exact,1851,lsidyv38264804
14912183,|||,und,,"London : Leadenhall Press, 1891.","London : Leadenhall Press, 1891.",Leadenhall Press,Named publisher or ambiguous,London,Likely clean single place,Q84,,1891,Exact,1891,lsidyv3832db5a
14912198,|||,und,,"London : T. Evans, 1780.","London : T. Evans, 1780.",T. Evans,Named publisher or ambiguous,London,Likely clean single place,Q84,,1780,Exact,1780,lsidyv3830b33f
14912204,|||,und,,"London : John Miller, 1816.","London : John Miller, 1816.",John Miller,Named publisher or ambiguous,London,Likely clean single place,Q84,,1816,Exact,1816,lsidyv38307ea8
14912218,enk,eng,,,,,Missing,,Missing,,,,Missing,,lsidyv383358bb
14912230,|||,und,,"Londra : W. Griffin, 1773.","Londra : W. Griffin, 1773.",W. Griffin,Named publisher or ambiguous,Londra,Likely clean single place,,,1773,Exact,1773,lsidyv3830da00
14912253,|||,und,,"London : W. Lowndes, 1788.","London : W. Lowndes, 1788.",W. Lowndes,Named publisher or ambiguous,London,Likely clean single place,Q84,,1788,Exact,1788,lsidyv3830e90d
14912261,|||,und,,"London : E. Cox, 1794.","London : E. Cox, 1794.",E. Cox,Named publisher or ambiguous,London,Likely clean single place,Q84,,1794,Exact,1794,lsidyv3830ec73
14912262,|||,und,,"London : Richard Phillips, 1807.","London : Richard Phillips, 1807.",Richard Phillips,Named publisher or ambiguous,London,Likely clean single place,Q84,,1807,Exact,1807,lsidyv3830e3bc
14912264,|||,und,,"London : Barker & Son, 1806.","London : Barker & Son, 1806.",Barker & Son,Named publisher or ambiguous,London,Likely clean single place,Q84,,1806,Exact,1806,lsidyv3830dd4e
14912265,|||,und,,"London : Richard Phillips, 1806.","London : Richard Phillips, 1806.",Richard Phillips,Named publisher or ambiguous,London,Likely clean single place,Q84,,1806,Exact,1806,lsidyv3830e0c2
14912277,|||,und,,"London, 1800.","London, 1800.",,Missing,London,Likely clean single place,Q84,,1800,Exact,1800,lsidyv3830eded
